"DateTime";"Смертей за день";"Заражений за день";"Выздоровлений за день"
2022-09-23 00:00:00;1848;513023;""
2022-09-24 00:00:00;800;263804;""
2022-09-25 00:00:00;506;222673;""
2022-09-26 00:00:00;1405;465041;""
2022-09-27 00:00:00;1612;604006;""
2022-09-28 00:00:00;2329;531576;""
2022-09-29 00:00:00;2296;661467;""
2022-09-30 00:00:00;1443;448109;""
2022-10-01 00:00:00;668;239343;""
2022-10-02 00:00:00;561;200318;""
2022-10-03 00:00:00;1360;319561;""
2022-10-04 00:00:00;1610;657668;""
2022-10-05 00:00:00;2189;580406;""
2022-10-06 00:00:00;1982;680643;""
2022-10-07 00:00:00;1805;522080;""
2022-10-08 00:00:00;705;217816;""
2022-10-09 00:00:00;622;218607;""
2022-10-10 00:00:00;1363;503674;""
2022-10-11 00:00:00;1912;652696;""
2022-10-12 00:00:00;1869;558769;""
2022-10-13 00:00:00;2153;630455;""
2022-10-14 00:00:00;1626;454099;""
2022-10-15 00:00:00;762;216310;""
2022-10-16 00:00:00;524;191908;""
2022-10-17 00:00:00;1789;534805;""
2022-10-18 00:00:00;1851;607600;""
2022-10-19 00:00:00;2229;513319;""
2022-10-20 00:00:00;2047;569636;""
2022-10-21 00:00:00;1959;412677;""
2022-10-22 00:00:00;508;181725;""
2022-10-23 00:00:00;489;160566;""
2022-10-24 00:00:00;1279;426648;""
2022-10-25 00:00:00;2031;573945;""
2022-10-26 00:00:00;2395;450282;""
2022-10-27 00:00:00;1962;452193;""
2022-10-28 00:00:00;1374;349385;""
2022-10-29 00:00:00;571;198903;""
2022-10-30 00:00:00;502;167090;""
2022-10-31 00:00:00;1116;300820;""
2022-11-01 00:00:00;2673;382117;""
2022-11-02 00:00:00;1712;396323;""
2022-11-03 00:00:00;2153;471171;""
2022-11-04 00:00:00;1856;426020;""
2022-11-05 00:00:00;526;200387;""
2022-11-06 00:00:00;480;186005;""
2022-11-07 00:00:00;1107;324713;""
2022-11-08 00:00:00;1166;435570;""
2022-11-09 00:00:00;2029;422818;""
2022-11-10 00:00:00;2766;453968;""
2022-11-11 00:00:00;1562;479528;""
